Wall time,Step,Value
1767441522.33709,10000,1.6666666269302368
1767441530.2488346,20000,0.3658536672592163
1767441533.7130852,30000,0.6607142686843872
1767441541.0198658,40000,0.7272727489471436
1767441548.0574403,50000,0.5384615659713745
1767441552.7640424,60000,0.7118644118309021
1767441559.1693847,70000,0.8684210777282715
1767441566.1150303,80000,0.6607142686843872
1767441570.383921,90000,0.719298243522644
1767441577.1756341,100000,0.976190447807312
1767441584.1068542,110000,0.8392857313156128
1767441588.6893535,120000,1.4727272987365723
1767441595.3876262,130000,0.9333333373069763
1767441602.4059184,140000,1.1785714626312256
1767441606.9095454,150000,1.2000000476837158
1767441613.4301357,160000,1.08695650100708
1767441618.4416559,170000,1.2941176891326904
1767441625.3880186,180000,1.2413792610168457
1767441631.9062753,190000,1.5531915426254272
1767441636.9352996,200000,2.2407407760620117
1767441643.6217136,210000,1.8225806951522827
1767441650.4932978,220000,2.36956524848938
1767441655.7318141,230000,2.0701754093170166
1767441662.3804302,240000,2.225806474685669
1767441668.7220075,250000,2.700000047683716
1767441673.83752,260000,2.299999952316284
1767441680.3135355,270000,2.153846263885498
1767441687.2200482,280000,2.879310369491577
1767441691.894556,290000,2.642857074737549
1767441698.5048172,300000,1.807692289352417
1767441705.4238653,310000,2.418181896209717
1767441710.1838667,320000,2.3214285373687744
1767441716.4247715,330000,2.288461446762085
1767441721.3100657,340000,2.875
1767441728.1894584,350000,3.060606002807617
1767441734.7305691,360000,2.3777778148651123
1767441739.4797952,370000,3.142857074737549
1767441746.3769615,380000,2.5625
1767441752.7953463,390000,2.2083332538604736
1767441757.5777667,400000,2.0
1767441764.014289,410000,2.8035714626312256
1767441771.0239232,420000,2.6818182468414307
1767441776.0244515,430000,2.935483932495117
1767441782.4555316,440000,2.5471699237823486
1767441789.288364,450000,2.5681817531585693
1767441794.1763885,460000,1.951612949371338
1767441800.68353,470000,1.851063847541809
1767441805.3447115,480000,2.3958332538604736
1767441812.4211202,490000,2.8135592937469482
1767441818.4896429,500000,1.6326531171798706
1767441823.5029225,510000,2.058823585510254
1767441830.0905747,520000,2.133333444595337
1767441836.7889974,530000,1.975000023841858
1767441841.8724468,540000,2.1694915294647217
1767441847.9808815,550000,2.1372549533843994
1767441854.8068364,560000,2.1818182468414307
1767441859.8992317,570000,1.9354838132858276
1767441866.3397136,580000,2.75
1767441873.1780608,590000,1.4680850505828857
1767441878.0002606,600000,1.9310344457626343
1767441884.3087993,610000,1.6046512126922607
1767441891.425338,620000,1.8703703880310059
1767441895.9923515,630000,2.2037036418914795
1767441902.6303918,640000,1.883720874786377
1767441909.7088597,650000,5.649122714996338
1767441913.843228,660000,1.5882352590560913
1767441920.7058294,670000,1.711111068725586
1767441925.6153145,680000,1.9482758045196533
1767441932.1166558,690000,2.0799999237060547
1767441938.9219706,700000,2.641509532928467
1767441943.3557181,710000,1.9375
1767441950.0702977,720000,1.4042552709579468
1767441956.9329376,730000,1.781818151473999
1767441961.279705,740000,2.941176414489746
1767441968.0408745,750000,1.978723406791687
1767441974.9556274,760000,1.6034482717514038
1767441979.4160173,770000,1.75
1767441986.2878423,780000,1.6799999475479126
1767441992.7797081,790000,1.6909091472625732
1767441997.3997624,800000,1.7674418687820435
1767442004.2136571,810000,1.98305082321167
1767442010.583855,820000,1.5531915426254272
1767442015.242581,830000,1.829787254333496
1767442022.0492718,840000,1.8421052694320679
1767442028.3949106,850000,1.1333333253860474
1767442033.2896395,860000,2.169811248779297
1767442039.8120594,870000,1.4905660152435303
1767442044.5288033,880000,1.375
