Wall time,Step,Value
1767377483.240176,10000,1.0
1767377490.903508,20000,0.2469135820865631
1767377494.3210452,30000,0.35087719559669495
1767377501.9410174,40000,0.4000000059604645
1767377509.036601,50000,0.36764705181121826
1767377512.8386989,60000,0.30188679695129395
1767377519.9196608,70000,0.47058823704719543
1767377527.0685666,80000,0.34328359365463257
1767377530.9577773,90000,0.38461539149284363
1767377538.167757,100000,0.5
1767377544.9721394,110000,0.328125
1767377549.0036802,120000,0.3333333432674408
1767377556.177045,130000,0.26829269528388977
1767377563.2553515,140000,0.390625
1767377567.3376486,150000,0.3333333432674408
1767377574.3296723,160000,0.1860465109348297
1767377579.5073388,170000,0.35384616255760193
1767377585.502179,180000,0.32499998807907104
1767377592.675672,190000,0.18000000715255737
1767377597.4733167,200000,0.2786885201931
1767377603.7046535,210000,0.24444444477558136
1767377610.37129,220000,0.27272728085517883
1767377615.1084905,230000,0.2542372941970825
1767377621.6363716,240000,0.3095238208770752
1767377628.5306995,250000,0.32692307233810425
1767377633.2933486,260000,0.2786885201931
1767377639.5893605,270000,0.20930232107639313
1767377646.5922053,280000,0.260869562625885
1767377651.4490244,290000,0.22033898532390594
1767377657.7443717,300000,0.1428571492433548
1767377662.5361726,310000,0.35185185074806213
1767377669.3097723,320000,0.20000000298023224
1767377676.0431058,330000,0.15909090638160706
1767377681.0947788,340000,0.14000000059604645
1767377687.9479194,350000,0.08771929889917374
1767377694.7476234,360000,0.10204081982374191
1767377699.4588544,370000,0.17391304671764374
1767377706.096851,380000,0.1764705926179886
1767377713.0082982,390000,0.1320754736661911
1767377717.7204971,400000,0.1458333283662796
1767377724.5493271,410000,0.2083333283662796
1767377731.4405262,420000,0.08474576473236084
1767377735.868959,430000,0.11764705926179886
1767377742.8358188,440000,0.06521739065647125
1767377749.4435813,450000,0.06521739065647125
1767377754.5726633,460000,0.056603774428367615
1767377761.01458,470000,0.01785714365541935
1767377765.6835356,480000,0.12820513546466827
1767377772.7064717,490000,0.0892857164144516
1767377779.3006039,500000,0.01923076994717121
1767377784.2143285,510000,0.04444444552063942
1767377790.892774,520000,0.01886792480945587
1767377797.800092,530000,0.08510638028383255
1767377802.6262968,540000,0.07017543911933899
1767377809.6454864,550000,0.04545454680919647
1767377817.699375,560000,0.0
1767377822.5286107,570000,0.016949152573943138
1767377829.1286068,580000,0.0
1767377836.009969,590000,0.017241379246115685
1767377840.602941,600000,0.0
1767377847.40554,610000,0.0
1767377853.9203246,620000,0.0
1767377858.8777013,630000,0.0
1767377865.6634831,640000,0.0
1767377869.7688348,650000,0.0
1767377877.0393429,660000,0.0
1767377883.8147845,670000,0.0
1767377888.4490504,680000,0.0
1767377894.9573352,690000,0.0
1767377902.5211656,700000,0.0
1767377906.6094818,710000,0.0181818176060915
1767377913.6437814,720000,0.0
1767377920.729437,730000,0.03125
1767377924.8645992,740000,0.0
1767377931.9459827,750000,0.0
1767377939.0347412,760000,0.0
1767377943.9169204,770000,0.01666666753590107
1767377950.566431,780000,0.0
1767377957.4770696,790000,0.0
1767377962.0151958,800000,0.0
1767377968.9510753,810000,0.0
1767377973.5532935,820000,0.0
1767377980.2300508,830000,0.0
1767377987.3770816,840000,0.0
1767377992.0029523,850000,0.0
1767377998.5991213,860000,0.0
1767378005.5438707,870000,0.0
1767378010.2668772,880000,0.0
1767378017.2054706,890000,0.0
1767378024.1608949,900000,0.0
1767378028.7360482,910000,0.0
1767378035.425629,920000,0.0
1767378042.3426034,930000,0.0
1767378047.1108735,940000,0.0
1767378054.1209013,950000,0.0
1767378058.6512415,960000,0.0
1767378065.783984,970000,0.0
1767378072.1776106,980000,0.0
1767378076.9459543,990000,0.0
1767378083.6446095,1000000,0.0
1767378090.9081416,1010000,0.0
1767378095.343364,1020000,0.0
1767378102.2566276,1030000,0.0
1767378109.372303,1040000,0.0
1767378113.8949332,1050000,0.01923076994717121
