Coefficient,Classic Last Smoothed,Classic Last 50 Avg,Cosine Last Smoothed,Cosine Last 50 Avg
1,0.9986998411862908,0.9986653369665146,0.9985233925160348,0.9984639745950699
2,0.9987506108760488,0.9987269765138627,0.9986932196021893,0.9986504560709
4,0.9987688594632133,0.9987597608566284,0.9987046750323434,0.9987014895677566
6,0.9987793413117411,0.9987698113918304,0.9987541823007937,0.9987439137697219
8,0.99879695842127,0.9987873977422714,0.9987643685615537,0.9987653452157974
10,0.9987734087874484,0.9987714391946793,0.9988030984591237,0.9987734681367875
20,0.9987258472296856,0.9987203627824783,0.9988009206288209,0.9987918961048127
