Coefficient,Classic Last Smoothed,Classic Last 50 Avg,Cosine Last Smoothed,Cosine Last 50 Avg
1,21.804389402883615,22.92952772140503,28.784123076396874,31.328149566650392
2,19.987595922342933,20.553466053009032,24.631718137288395,25.623456077575682
4,19.333363189311058,19.70767469406128,22.32672170908376,23.09131818771362
6,19.186661407394993,19.473152599334718,21.245289021362716,21.859206924438478
8,19.047755673282083,19.27032548904419,20.685480519089197,21.24737117767334
10,19.100901369620594,19.268562355041503,20.371011453275912,21.02561056137085
20,19.27893809365489,19.439059829711915,19.684384880835132,20.077951431274414
