Wall time,Step,Value
1762456596.0377285,10000,0.9337015151977539
1762456600.2523096,20000,0.9471583366394043
1762456606.3528059,30000,0.930902361869812
1762456610.7223349,40000,0.9447508454322815
1762456616.967227,50000,0.9440268874168396
1762456658.3228893,60000,0.9548124074935913
1762456663.8547108,70000,0.9574530124664307
1762456668.4603105,80000,0.9661168456077576
1762456674.00172,90000,0.9675058722496033
1762456677.8428807,100000,0.9743510484695435
1762456710.598793,110000,0.9711156487464905
1762456714.9048195,120000,0.971653938293457
1762456720.2725887,130000,0.9692195057868958
1762456725.343452,140000,0.975671648979187
1762456729.756751,150000,0.9693562984466553
1762456770.2563262,160000,0.9835644364356995
1762456775.2796853,170000,0.9827487468719482
1762456780.888083,180000,0.9807860851287842
1762456785.4714682,190000,0.9824791550636292
1762456790.7594454,200000,0.9800264239311218
1762456821.973901,210000,0.9892838001251221
1762456827.446773,220000,0.9878196716308594
1762456831.9691079,230000,0.9903295040130615
1762456837.7217746,240000,0.9842649102210999
1762456842.5230558,250000,0.9897498488426208
1762456878.6258352,260000,0.988727331161499
1762456883.7060125,270000,0.9910600781440735
1762456888.5063956,280000,0.9906963109970093
1762456893.0799286,290000,0.9896397590637207
1762456898.4485972,300000,0.9908498525619507
1762456934.1770196,310000,0.9905681014060974
1762456938.6694298,320000,0.993178129196167
1762456944.4553022,330000,0.9922615885734558
1762456948.8321514,340000,0.9931349754333496
1762456954.1979358,350000,0.9931778907775879
1762456999.7557364,360000,0.9927300810813904
1762457004.074565,370000,0.9934446215629578
1762457009.670474,380000,0.9942877888679504
1762457014.5386884,390000,0.9940341711044312
1762457020.433866,400000,0.9933545589447021
1762457062.175689,410000,0.9946983456611633
1762457066.665937,420000,0.9942637085914612
1762457072.1566489,430000,0.9953728914260864
1762457077.196532,440000,0.9946093559265137
1762457082.183581,450000,0.9947196841239929
1762457124.4595368,460000,0.9954633712768555
1762457129.1092465,470000,0.9954824447631836
1762457134.0514534,480000,0.9955968856811523
1762457139.6066468,490000,0.9955292344093323
1762457144.1048236,500000,0.9968652129173279
1762457180.5034263,510000,0.9957261085510254
1762457184.9049454,520000,0.996315062046051
1762457189.7271965,530000,0.9956342577934265
1762457195.0404272,540000,0.9962854981422424
1762457199.4996433,550000,0.99568772315979
1762457245.0760186,560000,0.9967103004455566
1762457249.3168397,570000,0.9971652030944824
1762457254.4889784,580000,0.9969226717948914
1762457259.1303484,590000,0.9966750144958496
1762457265.1113064,600000,0.9971115589141846
1762457297.2364938,610000,0.9962513446807861
1762457302.331511,620000,0.9972234964370728
1762457306.7580068,630000,0.9972822070121765
1762457312.410983,640000,0.996462345123291
1762457316.4361095,650000,0.9983161091804504
1762457364.193149,660000,0.9961739778518677
1762457369.0317,670000,0.9981266260147095
1762457373.9835367,680000,0.9963366389274597
1762457379.156596,690000,0.9979676008224487
1762457384.1155782,700000,0.9965373277664185
1762457421.0331576,710000,0.9978919625282288
1762457425.3155718,720000,0.9979886412620544
1762457431.189501,730000,0.9973162412643433
1762457435.3631227,740000,0.997687578201294
1762457440.7053952,750000,0.997775137424469
1762457484.1922798,760000,0.9985423684120178
1762457489.669978,770000,0.9971634745597839
1762457494.0666597,780000,0.9983750581741333
1762457500.0283737,790000,0.997355580329895
1762457504.3242328,800000,0.9979476928710938
1762457547.4427524,810000,0.9977610111236572
1762457551.6708145,820000,0.9983633756637573
1762457556.9330168,830000,0.998221755027771
1762457561.9555042,840000,0.9979135394096375
1762457567.1739166,850000,0.998357892036438
1762457613.6924093,860000,0.9982000589370728
1762457618.177521,870000,0.998217761516571
1762457623.7781594,880000,0.9979167580604553
1762457628.6168835,890000,0.9984011650085449
1762457633.7941895,900000,0.9977821111679077
1762457681.249313,910000,0.9986518621444702
1762457685.681069,920000,0.9981034994125366
1762457691.057107,930000,0.9983847737312317
1762457696.2717683,940000,0.9983530044555664
1762457701.678608,950000,0.9980906844139099
1762457734.0051408,960000,0.9977618455886841
1762457738.6073453,970000,0.9982042908668518
1762457743.4589937,980000,0.9986435174942017
1762457748.7540228,990000,0.9981727004051208
1762457753.7224188,1000000,0.9983596205711365
1762457793.2242587,1010000,0.9980775713920593
1762457798.9031825,1020000,0.9984008073806763
1762457803.3107388,1030000,0.9982388615608215
1762457809.3108506,1040000,0.998566210269928
1762457813.9228776,1050000,0.9984765648841858
1762457858.9749699,1060000,0.9982534050941467
1762457862.9932652,1070000,0.9986648559570312
1762457868.6920447,1080000,0.9980815052986145
1762457873.798909,1090000,0.9988076090812683
1762457879.2759526,1100000,0.9981709122657776
1762457925.9637103,1110000,0.9981713891029358
1762457930.4093335,1120000,0.9977075457572937
1762457935.660933,1130000,0.998747706413269
1762457940.6044035,1140000,0.9989666938781738
1762457946.5466063,1150000,0.9982551336288452
1762457993.797287,1160000,0.9983605146408081
1762457998.9142623,1170000,0.9982235431671143
1762458003.8745277,1180000,0.9987542033195496
1762458008.6519756,1190000,0.9979972839355469
1762458013.1885943,1200000,0.9989620447158813
1762458061.0046632,1210000,0.9981377124786377
1762458066.286443,1220000,0.9989305138587952
1762458071.4016094,1230000,0.9983100891113281
1762458076.6930745,1240000,0.9984591007232666
1762458081.2279205,1250000,0.998393177986145
1762458122.8811462,1260000,0.9987233281135559
1762458128.1841621,1270000,0.9987239241600037
1762458133.3246052,1280000,0.9980384707450867
1762458138.3497322,1290000,0.9986852407455444
1762458143.5889826,1300000,0.9982454776763916
1762458184.0007129,1310000,0.9990909099578857
1762458188.9057958,1320000,0.9981117248535156
1762458194.123819,1330000,0.9989765882492065
1762458198.559245,1340000,0.9983356595039368
1762458204.9869096,1350000,0.9987786412239075
1762458246.114209,1360000,0.9984768033027649
1762458251.605125,1370000,0.9985253214836121
1762458255.7566476,1380000,0.9985509514808655
1762458261.022716,1390000,0.9986900687217712
1762458266.1959376,1400000,0.9985424280166626
1762458309.7640462,1410000,0.9982784390449524
1762458314.3764389,1420000,0.9986501932144165
1762458319.4600947,1430000,0.9984159469604492
1762458324.9499216,1440000,0.998648464679718
1762458329.7586358,1450000,0.9984927177429199
1762458375.2322211,1460000,0.9986620545387268
1762458379.6971033,1470000,0.9990010857582092
1762458384.806974,1480000,0.9982125759124756
1762458390.1899774,1490000,0.9988161325454712
1762458395.8829794,1500000,0.9982720017433167
1762458441.5690625,1510000,0.998683750629425
1762458446.6413252,1520000,0.9984706044197083
1762458451.9431229,1530000,0.9987468719482422
1762458456.3891816,1540000,0.9984368085861206
1762458462.5377262,1550000,0.9987778067588806
1762458508.2507002,1560000,0.998359739780426
1762458513.803627,1570000,0.9987098574638367
1762458518.127238,1580000,0.9986678957939148
1762458523.3322997,1590000,0.9984931945800781
1762458528.228532,1600000,0.998650074005127
1762458574.9973319,1610000,0.9986881613731384
1762458580.089588,1620000,0.9986729621887207
1762458584.8257174,1630000,0.9984135031700134
1762458590.7010803,1640000,0.9987960457801819
1762458595.383387,1650000,0.9985402226448059
1762458641.4090264,1660000,0.9987043738365173
1762458645.899943,1670000,0.9986639022827148
1762458650.357553,1680000,0.9987717270851135
1762458655.9723089,1690000,0.9985179305076599
1762458661.0286045,1700000,0.998553454875946
1762458708.1692219,1710000,0.9985268115997314
