Wall time,Step,Value
1767452191.0697162,10000,1.0
1767452199.39623,20000,0.048192769289016724
1767452202.667097,30000,0.018518518656492233
1767452209.7534885,40000,0.03703703731298447
1767452217.5233054,50000,0.012345679104328156
1767452221.063821,60000,0.0625
1767452227.5771856,70000,0.12121212482452393
1767452235.6184242,80000,0.09459459781646729
1767452238.9841044,90000,0.06382978707551956
1767452245.9220316,100000,0.17499999701976776
1767452253.5153782,110000,0.08219178020954132
1767452257.2677944,120000,0.11428571492433548
1767452264.3529477,130000,0.06779661029577255
1767452271.1419084,140000,0.017241379246115685
1767452275.7121515,150000,0.1315789520740509
1767452282.514107,160000,0.03448275849223137
1767452286.6014488,170000,0.03773584961891174
1767452293.6390033,180000,0.20408163964748383
1767452300.5478604,190000,0.1492537260055542
1767452304.887361,200000,0.1702127605676651
1767452312.0956593,210000,0.15094339847564697
1767452318.5549562,220000,0.06451612710952759
1767452323.0577748,230000,0.15555556118488312
1767452330.1191525,240000,0.08620689809322357
1767452336.6192777,250000,0.07547169923782349
1767452341.40359,260000,0.14000000059604645
1767452348.390647,270000,0.1587301641702652
1767452355.0325482,280000,0.08163265138864517
1767452359.6961436,290000,0.057692307978868484
1767452366.268958,300000,0.0714285746216774
1767452373.022299,310000,0.11627907305955887
1767452378.161122,320000,0.09090909361839294
1767452384.388578,330000,0.03999999910593033
1767452389.2626326,340000,0.1599999964237213
1767452396.1091192,350000,0.13333334028720856
1767452402.6670475,360000,0.05882352963089943
1767452407.2484539,370000,0.08163265138864517
1767452414.1606803,380000,0.0535714291036129
1767452420.8138533,390000,0.05999999865889549
1767452425.454671,400000,0.01886792480945587
1767452432.2622354,410000,0.0
1767452439.1114523,420000,0.0
1767452443.4454377,430000,0.036363635212183
1767452450.1975067,440000,0.06382978707551956
1767452457.1442528,450000,0.1071428582072258
1767452461.9188702,460000,0.07547169923782349
1767452468.4083493,470000,0.05882352963089943
1767452475.3329709,480000,0.020408162847161293
1767452480.2288015,490000,0.0181818176060915
1767452486.7997572,500000,0.072727270424366
1767452491.5800188,510000,0.10638298094272614
1767452498.4568324,520000,0.05263157933950424
1767452505.1605628,530000,0.03999999910593033
1767452509.9612522,540000,0.0555555559694767
1767452516.487956,550000,0.03999999910593033
1767452523.3587818,560000,0.05999999865889549
1767452528.1974297,570000,0.06779661029577255
1767452534.7961633,580000,0.042553190141916275
