Wall time,Step,Value
1767376226.6866693,10000,273.0
1767376234.5917473,20000,823.088623046875
1767376237.7149112,30000,848.7817993164062
1767376244.773581,40000,712.0
1767376252.8314176,50000,627.2380981445312
1767376255.9497428,60000,774.3333129882812
1767376262.7480326,70000,659.1219482421875
1767376270.7607265,80000,634.2394409179688
1767376274.0646274,90000,782.1142578125
1767376281.1537971,100000,816.8478393554688
1767376288.2768538,110000,745.0
1767376292.3185024,120000,740.2307739257812
1767376299.5192564,130000,751.4193725585938
1767376305.9065876,140000,747.4545288085938
1767376310.7978454,150000,828.111083984375
1767376317.8840516,160000,788.9264526367188
1767376322.234705,170000,774.4509887695312
1767376329.0005128,180000,841.94873046875
1767376335.8112109,190000,847.6190185546875
1767376340.121099,200000,801.8372192382812
1767376347.0973597,210000,832.9130249023438
1767376354.1668983,220000,903.046142578125
1767376358.1643748,230000,846.1795043945312
1767376365.3362296,240000,887.0850830078125
1767376372.1640644,250000,842.2999877929688
1767376376.4504905,260000,974.1052856445312
1767376383.3368058,270000,917.8727416992188
1767376390.2340138,280000,932.8333129882812
1767376394.8022978,290000,939.2820434570312
1767376401.754801,300000,962.1090698242188
1767376408.377999,310000,875.3818359375
1767376413.18936,320000,845.7948608398438
1767376420.2644398,330000,962.3968505859375
1767376424.3155706,340000,970.1749877929688
1767376431.563923,350000,877.5714111328125
1767376438.4158576,360000,959.4815063476562
1767376442.904057,370000,910.7446899414062
1767376449.7948794,380000,916.760009765625
1767376456.8438096,390000,962.1481323242188
1767376461.0843065,400000,913.5999755859375
1767376467.9529054,410000,909.8200073242188
1767376474.9120936,420000,887.7647094726562
1767376479.544814,430000,936.906982421875
1767376486.2526715,440000,905.7678833007812
1767376493.1906152,450000,983.4791870117188
1767376498.1106462,460000,916.3793334960938
1767376504.8972976,470000,942.4285888671875
1767376509.6464322,480000,873.132080078125
1767376516.2878928,490000,877.2548828125
1767376523.1345491,500000,898.8163452148438
1767376527.8854578,510000,875.9791870117188
1767376534.9555252,520000,894.370361328125
1767376541.8240397,530000,893.4583129882812
1767376546.410009,540000,851.036376953125
1767376553.316976,550000,820.3023071289062
1767376560.2378569,560000,950.1525268554688
1767376564.7560313,570000,888.5750122070312
1767376572.0931616,580000,926.9166870117188
1767376578.4478295,590000,980.0888671875
1767376583.6635082,600000,924.3461303710938
1767376590.026998,610000,924.4130249023438
1767376597.3443303,620000,949.8775634765625
1767376602.1218507,630000,863.2307739257812
1767376608.6920702,640000,843.0302734375
1767376613.8873613,650000,856.7540893554688
1767376620.3515642,660000,940.9761962890625
1767376627.3961074,670000,933.9122924804688
1767376632.4223986,680000,894.0408325195312
1767376638.9111233,690000,831.7755126953125
1767376645.7994847,700000,899.260009765625
1767376651.2013133,710000,952.0908813476562
1767376657.758085,720000,875.2307739257812
1767376664.791424,730000,844.0731811523438
1767376669.6859972,740000,907.8947143554688
1767376676.356174,750000,952.5555419921875
1767376683.0450344,760000,863.5999755859375
1767376688.0529525,770000,950.1199951171875
1767376694.7110367,780000,953.0181884765625
1767376701.5366144,790000,847.5609741210938
1767376706.7982657,800000,939.3114624023438
1767376713.2530603,810000,876.6199951171875
1767376718.3613513,820000,926.452392578125
1767376725.1981754,830000,885.913818359375
1767376732.2723403,840000,964.111083984375
1767376737.098339,850000,906.6470336914062
1767376744.0507994,860000,930.25
1767376751.117519,870000,988.6551513671875
1767376755.7446697,880000,933.1707153320312
1767376762.994764,890000,955.64404296875
